Title,Name,content
 interdiction de mines antipersonnel,Jean-Michel BOUCHERON,"  sur l'interdiction de la mise au point, la fabrication, l'acquisition et la vente de mines antipersonnel"
 Traités et conventions : interdiction des armes chimiques,Projet de loi,"relatif à l'application de la convention du 13 janvier 1993 sur l'interdiction de la mise au point, de la fabrication, du stockage et de l'emploi des armes chimiques et sur leur destruction"
 interdiction des candidatures multiples,Marie-Thérèse BOISSEAU,tendant a generaliser l'interdiction des candidatures multiples et a renforcer le controle preventif de celles-ci
 interdiction des clones humains,Christine BOUTIN,"  visant a interdire la creation de clones humains, de chimeres et d'etres hybrides"
 interdiction du commerce des armes,Hélène LUC,  tendant a l'interdiction du commerce des armes
 interdiction du commerce des armes,Georges MARCHAIS,  tendant a l'interdiction du commerce des armes
 interdiction du travail de nuit pour les femmes,Janine JAMBU,  relative a l'interdiction du travail de nuit pour les femmes
 interdiction du travail de nuit pour les femmes,Marie-Claude BEAUDEAU,  relative a l'interdiction du travail de nuit pour les femmes
 interdire les coupures d'electricite et de gaz,Marie-Claude BEAUDEAU,  tendant a interdire les coupures d'electricite et de gaz pour les familles en difficulte et a instaurer une quantite gratuite d'energie repondant aux besoins vitaux pour les personnes en situation d'insolvabilite
 interdire les coupures d'electricite et de gaz,Jean-Claude LEFORT,  tendant a interdire les coupures d'electricite et de gaz pour les familles en difficulte et a instaurer une quantite gratuite d'energie repondant aux besoins vitaux pour les personnes en situation d'insolvabilite
 interdisant la contestation des genocides,François ROCHEBLOINE,tendant a interdire la contestation de la realite de tous genocides et crimes contre l'humanite
 interdisant la discrimination des electeurs,Jacques BRUNHES,"  interdisant l'utilisation des listes electorales a partir de l'origine geographique, ethnique ou religieuse presumee des electeurs"
 interdisant la publicite pour les messageries telematiques,Marc LAFFINEUR,"permettant aux maires d'interdire sur leur commune toute publicite a caractere racoleur ou contraires aux bonnes moeurs, relatives aux messageries telematiques"
 interdisant l'amiante dans la construction,Serge MATHIEU,visant a interdire l'utilisation de l'amiante dans les constructions d'immeubles
 interdisant l'amnistie de certaines infractions,Guy HERMIER,  tendant a interdire l'amnistie des infractions commises en relation avec le financement des campagnes et des partis politiques
 interdisant le controle medical patronal,Georges HAGE,  tendant a interdire le controle medical patronal
 interdisant le cumul ministre-fonction publique,Hervé NOVELLI,tendant a modifier l'ordonnance no 58-1099 du 17 novembre 1958 portant loi organique pour l'application de l'article 23 de la Constitution et visant a rendre incompatibles les fonctions de membres du Gouvernement avec l'appartenance a la fonction publique
 interdisant le licenciement des personnes malades,Jean TARDITO,  tendant a interdire le licenciement des personnes malades
 interdisant les amendements sur le texte de la CMP,Daniel MANDON,modifiant l'article 45 de la Constitution en vue de prohiber le depot d'amendements au texte de la commission mixte paritaire
 interdisant les discriminations sur la sante,Jean-Pierre CHEVÈNEMENT,tendant a interdire les discriminations sur la sante et a reglementer les pratiques concurrentielles en matiere de couverture complementaire maladie
 interdisant les mines antipersonnel,Jean-Claude LEFORT,sur l'interdiction de la fabrication et de la commercialisation de mines antipersonnel
 interdisant les pitts-bulls sur le territoire national,Michel FANGET,visant a declarer les pitts-bulls hors la loi sur tout le territoire national
 interdisant les salles de jeux pres des ecoles,Marc FRAYSSE,tendant a interdire l'implantation de salles de jeux exploitant des jeux dits d'adresse dans le voisinage des etablissements scolaires de formation et de loisirs de la jeunesse ainsi qu'autour des centres sportifs
 interdisant les sondages en periode electorale,Bernard CARAYON,tendant a interdire la publication de sondages d'opinion un mois avant les elections
 interdisant les sondages trois semaines avant un scrutin,François-Michel GONNOT,"visant a interdire la publication, la diffusion et le commentaire de tout sondage d'opinion, trois semaines avant une election"
 interessement des agents des collectivites territoriales,Claude BARATE," tendant a permettre la creation de""Chartes de participation""dans les collectivites territoriales et a determiner les modalites de l'interessement des agents de ces collectivites"""
 internement psychiatrique,Pierre MAZEAUD,modifiant le code de procedure penale et relative a l'internement psychiatrique des personnes penalement non punissables
 intervention de l'armee francaise a l'etranger,Paul MERCIECA,  tendant a soumettre toutes interventions de l'armee francaise dans un pays etranger avec lequel la France a signe un accord de defense a l'approbation prealable du Parlement
 introduction de l'Euro,Muguette JACQUAINT,sur la proposition de reglement du Conseil fixant certaines dispositions relatives a l'introduction de l'Euro et sur la proposition de reglement du Conseil concernant l'introduction de l'Euro (E-720)
 introduction de l'euro,,Rapport d'information déposé en application de l'article 29 du Règlement au nom des délégués de l'Assemblée nationale à l'Assemblée parlementaire de l'Organisation sur la Sécurité et la Coopération en Europe (O.S.C.E.)  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur les propositions de la Commission europeenne relatives a un pacte de stabilite budgetaire et a l'introduction de l'euro (document
 irrecevabilite financiere des amendements,Janine JAMBU,tendant a modifier l'article 92 du Reglement de l'Assemblee nationale relatif a l'irrecevabilite financiere des amendements
 IXeme conference sur les affaires communautaires,,"Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la Delegation de l'Assemblee nationale pour les communautes europeennes sur la IXeme conference des organes specialises dans les affaires communautaires des Parlements de la Communaute europeenne, tenue a Bruxelles les 22 et 23 novembre 199"
 jardins familiaux,Maurice SCHUMANN,relative aux jardins familiaux
 jeux et loteries publiques,Christian DANIEL,relative aux jeux et loteries publiques
 jouissance d'un logement locatif,Jean-Claude ABRIOUX,visant a accelerer la possibilite pour le proprietaire d'un logement locatif de retrouver rapidement la jouissance de son bien apres avoir obtenu un jugement definitif ou une ordonnance d'expulsion
 journee des droits de l'enfant,André GERIN,tendant a faire du 20 novembre une journee nationale des droits de l'enfant
 journee des droits de l'enfant,Marie-Claude BEAUDEAU,tendant a faire du 20 novembre une journee nationale des droits de l'enfant
 journee du souvenir des morts en Algerie,Alain MARSAUD,instituant une journee nationale du souvenir des combattants et morts pour la France lors des evenements d'Algerie
 journee du souvenir du soldat inconnu d'Algerie,Serge MATHIEU,"tendant a reconnaitre officiellement le caractere de journee nationale du souvenir et du recueillement a la date du 16 novembre, anniversaire du transfert du soldat inconnu d'Algerie a Notre-Dame-de-Lorette"
 journee nationale de lutte contre le racisme,Georges MARCHAIS,"tendant a faire du 21 mars une journee nationale de lutte contre le racisme, l'antisemitisme et la xenophobie"
 Société : journée nationale des droits de l'enfant,"Proposition de loi, Marie-Claude BEAUDEAU, Robert Pagès, Rapport,  TA n° 31 , Pierre Mazeaud",tendant a faire du 20 novembre une journee nationale des droits de l'enfant
 journee souvenir des morts pour la France en AFN,Marc LAURIOL,instaurant une journee nationale du souvenir des morts pour la France en Afrique du Nord entre 1952 et 1962
 juridiction en matiere criminelle,Françoise SELIGMANN,tendant a l'institution d'un second degre de juridiction en matiere criminelle
 justice,Philippe Houillon,de programme relatif a la justice
 justice,,"portant diverses dispositions relatives a la justice,"
 justice et le droit des ressortissants des pays tiers,,Rapport d'information déposé en application de l'article 29 du Règlement au nom des délégués de l'Assemblée nationale à l'Assemblée parlementaire de l'Organisation sur la Sécurité et la Coopération en Europe (O.S.C.E.)  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur la cooperation dans les domaines de la justice et des affaires interieures : bilan et reformes souhaitables et sur la proposition de directive du Conseil relative au droit des ressortissants des pays tiers de voyager a l'interieur de la Communaute (COM (95) 346 fina
 justice et les sectes,Robert-Paul VIGOUROUX,tendant à adapter la législation existante afin de permettre  aux magistrats de sanctionner les pratiques délictueuses de certains mouvements sectaires
